"","country","survey","year","obs","admin_level","admin1","admin1_num","urban","fever","access","formal","hcnobeds","hcbeds","opd","chw","test","fline","othrantimal","compl_f","compl_i","eff_cov","scaling","imputed"
"18","kenya","KEKR8BFL2022.DTA",2022,286,"region","nyandarua",18,0.141949869225735,0.0936703939068699,0.732608806206969,0.624749469556028,0.540261506405149,0.14260811447029,0.317130379124561,0,0.31661579389844,0.223000906698405,0.0445791190334188,0.901020621611179,0.720816497288943,0.529670935491853,0.722992859223448,TRUE
"19","kenya","KEKR8BFL2022.DTA",2022,228,"region","nyeri",19,0.248762282668526,0.151846925279152,0.976124471621364,0.844435703865871,0.424248829203243,0.184628972559435,0.391122198237322,0,0.235325929663678,0.223000906698405,0.0445791190334188,0.860160996363327,0.688128797090662,0.761504003545552,0.780130019976527,TRUE
"20","kenya","KEKR8BFL2022.DTA",2022,257,"region","kirinyaga",20,0.318177793068339,0.0562822978268785,0.750465725734297,0.803193932546479,0.239020349952397,0.189331014325055,0.571648635722549,0,0.299169246226039,0.223000906698405,0.0445791190334188,0.867546615933984,0.694037292747188,0.577330670721543,0.769296519380216,TRUE
"21","kenya","KEKR8BFL2022.DTA",2022,256,"region","murang'a",21,0.158418783839904,0.160845262206581,0.713313718354624,0.984777351233067,0.377320073777116,0.472351335778703,0.150328590444181,0,0.142727375979085,0.223000906698405,0.0445791190334188,0.835943984704667,0.668755187763733,0.583019472237376,0.817339492057165,TRUE
"22","kenya","KEKR8BFL2022.DTA",2022,340,"region","kiambu",22,0.76631865275795,0.170927498471272,0.680286196515517,0.824867381565269,0.144018156945776,0.538557842493308,0.317424000560916,0,0.361318943813279,0.223000906698405,0.0445791190334188,0.86364957050975,0.6909196564078,0.527210810638753,0.774983842593265,TRUE
"23","kenya","KEKR8BFL2022.DTA",2022,572,"region","turkana",23,0.210710033481822,0.23080276710935,0.754678359238194,1,0.713574639004604,0.14924584142479,0.137179519570606,0,0.69572128879251,0.357439827499159,0.0953475579922827,0.789420904717133,0.631536723773706,0.608292577971472,0.806028913543393,TRUE
"24","kenya","KEKR8BFL2022.DTA",2022,751,"region","west pokot",24,0.0590745466084503,0.0832912551296157,0.719728057214679,0.973478711711083,0.442130724756283,0.201726277223983,0.356142998019734,0,0.581712039075886,0.223000906698405,0.0445791190334188,0.837843063858562,0.670274451086849,0.586092415217269,0.814324812465176,TRUE
"25","kenya","KEKR8BFL2022.DTA",2022,555,"region","samburu",25,0.132036094225999,0.136190635898587,0.51012198041183,0.955848847351328,0.724743632930928,0.170273066507898,0.104983300561174,0,0.464955977942245,0.186904546057224,0.0618103956434018,0.758175839108145,0.606540671286516,0.398257118927639,0.780709583629624,TRUE
"26","kenya","KEKR8BFL2022.DTA",2022,365,"region","trans nzoia",26,0.238786654551155,0.178305992609529,0.740038634513081,0.828918826760534,0.686857142767011,0.229370963877951,0.0837718933550385,0,0.540403487924414,0.391693203055521,0.0196973905939982,0.941978581701945,1,0.608655004797241,0.82246382338905,FALSE
"27","kenya","KEKR8BFL2022.DTA",2022,376,"region","uasin gishu",27,0.445307881063373,0.247274939549641,0.760691628350552,0.8725660586626,0.63705108277305,0.217488427332767,0.145460489894183,0,0.313014323777485,0.096437414442443,0.0113211238152472,0.879096996684878,1,0.618210168830624,0.812694850042088,FALSE
"28","kenya","KEKR8BFL2022.DTA",2022,387,"region","elgeyo-marakwet",28,0.0428742364013645,0.0872927215553174,0.651066199516753,0.80190475099849,0.621207227900544,0.300185728636813,0.0786070434626431,0,0.231355717952738,0.223000906698405,0.0445791190334188,0.867779528735732,0.694223622988586,0.500642980842934,0.768958642323208,TRUE
